EMPLOYEE_ID,JOB_ROLE,TEAM_SIZE,MONTHLY_EXTRA_HOURS,EXTRA_HOLIDAYS,TODO_COMPLETED,BMI_RANGE,DAILY_STEPS_IN_THOUSAND,SLEEP_HOURS,DAILY_STRESS,TIME_FOR_HOBBY,HEALTHY_MEALS_PER_WEEK,SUFFICIENT_INCOME,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
11260,City Bus Driver,0,10,5,5,2,10,7,3,4,7,2,51 or more,Female,717.6
11261,Intercity Bus Driver,0,10,2,2,2,3,7,1,1,5,2,51 or more,Male,615.9
11262,Depot Driver,0,2,5,7,1,4,7,0,1,8,2,51 or more,Male,679
11263,Depot Driver,10,6,0,6,2,10,6,2,2,3,1,36 to 50,Male,591.6
11264,Maintenance Technician,0,3,0,5,2,1,7,4,0,5,1,36 to 50,Male,603.6
11265,City Bus Driver,0,10,5,7,2,10,7,2,6,8,1,Less than 20,Male,692.1
11266,Depot Driver,0,7,5,8,1,10,6,3,3,6,1,51 or more,Female,708.9
11267,Train Conductor,0,8,5,5,1,4,7,4,1,9,2,21 to 35,Male,696
11268,Maintenance Technician,1,10,0,8,2,3,6,1,2,9,2,21 to 35,Male,658.2
11269,Logistics Coordinator,10,10,2,4,2,10,6,5,0,1,2,21 to 35,Female,593.3
11270,City Bus Driver,3,10,1,8,1,5,8,4,3,4,2,Less than 20,Male,645.4
11271,Depot Driver,0,1,0,5,2,5,8,2,1,6,2,51 or more,Female,643.7
11272,Logistics Coordinator,7,10,3,6,2,10,9,5,9,10,1,Less than 20,Female,684
11273,Train Conductor,0,5,0,8,1,8,8,1,4,5,2,21 to 35,Female,681.7
11274,Depot Driver,0,5,4,8,2,9,9,3,4,6,1,51 or more,Female,688.9
11275,Depot Driver,0,10,3,10,1,9,9,2,6,10,2,36 to 50,Male,753.5
11276,Maintenance Technician,0,6,5,5,1,10,7,3,2,2,2,51 or more,Male,727.8
11277,Environmental and Sustainability Manager,10,10,4,8,2,8,7,5,2,4,2,21 to 35,Male,654.3
11278,City Bus Driver,10,4,1,9,1,2,7,3,10,3,2,21 to 35,Female,699
11279,Fleet Manager,0,10,5,10,2,10,8,2,8,6,2,51 or more,Male,772.2
11280,Fleet Manager,0,3,5,1,1,8,7,4,1,2,2,21 to 35,Male,628.8
11281,Intercity Bus Driver,3,8,1,9,2,6,6,1,1,8,1,21 to 35,Male,670.7
11282,Intercity Bus Driver,10,8,5,7,2,3,7,3,6,7,2,21 to 35,Male,694.1
11283,Depot Driver,8,8,3,8,1,6,7,2,10,7,2,51 or more,Male,732.1
11284,Intercity Bus Driver,6,6,5,5,2,1,6,3,2,10,2,36 to 50,Male,642.5
11285,Logistics Coordinator,3,0,3,5,1,1,7,3,1,7,2,36 to 50,Female,620.6
11286,Train Conductor,0,10,5,4,1,5,7,3,2,0,2,51 or more,Female,674.1
11287,Maintenance Technician,6,9,1,1,1,8,5,5,1,4,2,51 or more,Male,645.4
11288,Intercity Bus Driver,0,7,5,7,1,7,6,3,3,7,1,36 to 50,Female,676
11289,Maintenance Technician,0,10,1,0,1,5,6,3,2,8,1,Less than 20,Male,639.9
11290,Train Conductor,0,4,3,2,1,6,9,4,0,0,2,21 to 35,Male,635.6
11291,Environmental and Sustainability Manager,10,10,3,7,1,8,7,3,8,6,2,51 or more,Male,715.5
11292,Logistics Coordinator,10,7,5,6,1,5,7,2,2,10,1,36 to 50,Male,706.4
11293,Intercity Bus Driver,7,10,3,5,1,4,8,2,5,4,1,21 to 35,Female,653.7
11294,Fleet Manager,4,10,2,2,1,4,5,5,0,2,2,51 or more,Female,622.5
11295,Train Conductor,1,10,0,3,1,8,8,5,0,7,2,21 to 35,Female,678.3
11296,City Bus Driver,0,10,0,8,2,9,7,5,2,6,2,21 to 35,Male,666.4
11297,Logistics Coordinator,3,10,1,3,2,5,7,4,4,7,2,36 to 50,Male,674.1
11298,City Bus Driver,2,4,1,5,1,6,7,3,1,3,2,21 to 35,Male,626.7
11299,Train Conductor,0,10,1,5,1,4,6,3,0,10,2,51 or more,Female,712.8
11300,Operations Manager,0,8,0,5,2,10,6,1,1,6,1,Less than 20,Female,647.7
11301,Depot Driver,2,8,1,3,1,3,8,2,3,3,1,21 to 35,Male,616.1
11302,Maintenance Technician,10,10,4,2,1,4,7,1,8,10,2,36 to 50,Male,716.4
11303,Depot Driver,0,4,5,2,2,2,8,2,0,0,2,36 to 50,Female,643.1
11304,Fleet Manager,10,10,5,7,2,5,6,3,6,8,2,36 to 50,Female,687.5
11305,Train Conductor,8,9,3,4,2,7,7,3,2,4,1,21 to 35,Male,618.4
11306,Intercity Bus Driver,0,2,2,3,1,5,7,3,1,1,2,21 to 35,Female,643.5
11307,Maintenance Technician,0,10,5,6,1,10,8,2,10,10,2,21 to 35,Female,787.5
11308,Train Conductor,0,5,5,6,2,3,8,1,4,7,2,21 to 35,Male,668.8
11309,Fleet Manager,0,3,2,2,2,3,9,0,3,0,2,36 to 50,Male,636.7
11310,Fleet Manager,0,6,4,4,2,10,6,2,5,7,2,51 or more,Female,724.2
11311,Operations Manager,7,3,0,2,1,5,7,5,0,8,1,Less than 20,Female,595.9
11312,Fleet Manager,5,10,0,8,1,8,7,2,5,3,2,Less than 20,Male,678.1
11313,Operations Manager,0,10,3,8,1,8,8,1,9,3,2,36 to 50,Male,746.3
11314,Train Conductor,0,2,3,7,1,4,7,2,1,3,2,Less than 20,Female,673.9
11315,Fleet Manager,0,8,2,4,2,8,6,4,2,10,1,21 to 35,Male,638.8
11316,Logistics Coordinator,5,5,5,4,2,10,6,5,1,6,2,36 to 50,Female,644.3
11317,Depot Driver,4,2,1,9,1,4,5,3,1,3,1,51 or more,Male,615.7
11318,Train Conductor,0,10,5,10,2,5,6,2,10,10,1,21 to 35,Female,733.4
11319,City Bus Driver,3,4,2,7,1,5,8,1,2,4,2,36 to 50,Female,652.2
11320,Operations Manager,3,10,0,2,1,7,7,4,0,3,2,21 to 35,Male,608.2
11321,Environmental and Sustainability Manager,1,10,3,7,2,5,7,1,6,7,2,21 to 35,Male,706.4
11322,Environmental and Sustainability Manager,10,10,5,6,2,6,6,5,9,4,2,51 or more,Male,687.7
11323,Train Conductor,2,8,1,8,2,3,8,4,2,2,2,21 to 35,Female,622.9
11324,Intercity Bus Driver,5,9,4,9,1,8,4,4,9,6,2,51 or more,Female,723.4
11325,Fleet Manager,0,10,2,1,1,8,8,0,0,0,2,51 or more,Male,664.7
11326,Train Conductor,0,10,3,3,1,8,7,1,7,2,2,51 or more,Female,729.1
11327,Train Conductor,0,10,3,5,1,10,8,5,3,10,1,21 to 35,Female,673.6
11328,Logistics Coordinator,5,5,3,7,2,7,7,2,4,5,2,51 or more,Male,664.3
11329,Intercity Bus Driver,5,10,0,4,2,4,7,3,1,8,2,36 to 50,Female,648.4
11330,Environmental and Sustainability Manager,0,7,4,8,1,10,8,3,3,10,1,21 to 35,Female,709.3
11331,Train Conductor,10,6,5,10,2,4,6,1,3,8,2,21 to 35,Female,677.1
11332,Operations Manager,2,6,5,5,2,6,6,2,7,3,2,36 to 50,Female,687.7
11333,Maintenance Technician,0,5,5,6,2,5,5,2,3,2,2,36 to 50,Male,643.1
11334,Operations Manager,0,3,5,5,1,4,8,4,0,3,2,51 or more,Female,669
11335,Logistics Coordinator,0,10,3,8,1,5,9,3,1,7,2,Less than 20,Female,693.2
11336,City Bus Driver,0,5,2,7,1,3,6,3,1,5,2,21 to 35,Male,624.2
11337,Depot Driver,0,4,5,5,1,5,8,1,0,5,2,21 to 35,Female,684.5
11338,Train Conductor,10,2,2,0,2,10,5,5,2,3,1,21 to 35,Male,582.9
11339,Fleet Manager,7,2,2,2,1,1,6,3,1,5,1,51 or more,Male,594.9
11340,City Bus Driver,2,4,4,2,1,10,7,3,2,7,2,21 to 35,Male,675.1
11341,Depot Driver,0,9,5,8,2,5,8,3,4,5,2,36 to 50,Female,674.3
11342,Depot Driver,0,3,5,5,1,5,6,2,3,5,2,51 or more,Male,704.5
11343,City Bus Driver,2,10,5,9,1,10,7,1,7,10,2,21 to 35,Female,734.6
11344,Intercity Bus Driver,0,10,2,8,1,8,7,3,2,10,2,21 to 35,Male,729.1
11345,Train Conductor,4,10,2,8,1,3,8,4,2,2,2,36 to 50,Male,656.9
11346,Intercity Bus Driver,2,8,2,7,2,9,5,5,7,5,2,21 to 35,Female,686.4
11347,Train Conductor,2,8,0,4,1,8,8,5,3,3,1,21 to 35,Female,666.4
11348,Fleet Manager,0,5,5,9,1,6,7,4,1,9,2,51 or more,Female,730.4
11349,Logistics Coordinator,10,2,3,8,2,2,7,5,1,2,1,51 or more,Female,593.6
11350,Train Conductor,0,8,2,8,2,8,7,1,4,9,2,21 to 35,Female,705.3
11351,Train Conductor,0,8,0,4,2,4,6,4,0,0,1,Less than 20,Female,571.7
11352,Intercity Bus Driver,3,5,3,2,2,7,5,4,2,7,2,21 to 35,Male,635
11353,Train Conductor,5,10,3,10,1,4,8,1,10,6,2,21 to 35,Male,737
11354,Logistics Coordinator,0,10,0,6,1,8,5,2,0,4,1,Less than 20,Female,652.2
11355,City Bus Driver,0,6,0,0,2,2,8,3,2,3,2,21 to 35,Female,614.2
11356,Maintenance Technician,10,10,0,8,1,3,8,0,2,7,2,Less than 20,Male,656.9
11357,Intercity Bus Driver,10,5,0,0,1,1,9,3,1,3,1,Less than 20,Female,580.2
11358,Logistics Coordinator,2,5,0,7,1,4,7,2,2,8,1,21 to 35,Female,648.4
11359,Operations Manager,0,5,0,4,1,6,7,1,1,2,1,21 to 35,Male,657.3
11360,Operations Manager,4,10,0,5,1,3,7,2,7,6,1,36 to 50,Female,661.8
11361,Operations Manager,0,10,5,7,1,5,4,1,0,8,2,Less than 20,Female,705.8
11362,Environmental and Sustainability Manager,2,6,3,8,1,1,6,2,6,5,2,21 to 35,Female,688.4
11363,Train Conductor,0,7,5,7,1,6,8,4,1,5,2,51 or more,Male,684.7
11364,Depot Driver,0,4,5,6,1,8,8,1,3,5,2,36 to 50,Female,697
11365,Maintenance Technician,0,9,0,2,2,5,7,3,1,4,2,21 to 35,Male,624.8
11366,Fleet Manager,3,10,2,10,1,8,5,3,2,10,1,36 to 50,Female,677.7
11367,Fleet Manager,0,2,4,3,1,2,7,5,5,4,1,51 or more,Male,627.6
11368,Train Conductor,0,10,1,5,1,5,6,2,2,4,2,51 or more,Female,668.8
11369,Operations Manager,0,2,0,2,2,6,5,5,1,6,1,36 to 50,Male,568.5
11370,Depot Driver,0,3,0,2,2,1,4,4,0,5,1,36 to 50,Female,545.2
11371,Fleet Manager,0,9,5,2,2,6,7,4,1,1,1,36 to 50,Female,599.5
11372,Environmental and Sustainability Manager,0,10,0,5,2,10,6,5,6,10,2,51 or more,Female,683.4
11373,Fleet Manager,0,10,3,8,2,10,8,1,10,10,2,21 to 35,Female,748.4
11374,Train Conductor,10,10,2,5,1,10,7,4,0,10,2,51 or more,Female,675.1
11375,Fleet Manager,10,10,1,7,1,2,6,3,6,5,2,36 to 50,Male,668.2
11376,Depot Driver,0,3,5,3,1,10,5,4,1,3,1,21 to 35,Female,649.2
11377,Logistics Coordinator,4,5,3,5,2,2,7,2,2,8,2,21 to 35,Female,658.2
11378,Environmental and Sustainability Manager,3,2,0,4,1,10,7,2,1,0,2,21 to 35,Male,629.2
11379,Depot Driver,0,7,5,6,1,4,9,4,3,2,2,Less than 20,Female,672.6
11380,City Bus Driver,0,5,1,9,2,8,6,1,4,3,2,36 to 50,Female,676.2
11381,Train Conductor,0,10,4,4,1,2,7,3,6,4,2,36 to 50,Male,709.2
11382,Intercity Bus Driver,0,10,5,7,2,2,9,1,10,10,2,51 or more,Female,721.5
11383,Train Conductor,10,10,5,0,2,10,6,4,0,10,2,36 to 50,Female,625.6
11384,Maintenance Technician,0,6,5,7,1,5,7,4,7,10,2,21 to 35,Female,730.2
11385,Train Conductor,0,2,0,0,2,8,8,2,1,3,1,51 or more,Female,605.2
11386,Depot Driver,4,5,5,7,2,5,8,3,7,3,2,36 to 50,Female,676
11387,Environmental and Sustainability Manager,1,5,2,8,2,4,6,1,3,6,2,51 or more,Male,665.2
11388,Train Conductor,0,10,0,10,2,9,6,3,8,3,2,21 to 35,Male,695.1
11389,City Bus Driver,0,3,0,1,1,8,7,4,1,5,1,21 to 35,Male,599.9
11390,Fleet Manager,0,3,0,9,1,6,8,3,4,3,2,21 to 35,Female,679.6
11391,Intercity Bus Driver,0,9,5,6,1,3,6,2,7,10,2,21 to 35,Male,721.1
11392,Fleet Manager,10,1,0,10,1,2,8,0,2,3,1,21 to 35,Male,600.6
11393,Environmental and Sustainability Manager,2,3,4,6,1,8,8,3,2,8,2,36 to 50,Female,697
11394,Fleet Manager,0,7,1,4,2,2,10,0,9,6,1,36 to 50,Female,645.2
11395,Logistics Coordinator,0,10,0,0,1,9,5,4,2,8,2,Less than 20,Female,604.8
11396,Logistics Coordinator,9,4,0,7,1,6,7,3,1,7,2,21 to 35,Male,647.1
11397,Train Conductor,9,10,3,6,2,5,6,4,4,3,2,36 to 50,Male,639.9
11398,Train Conductor,10,10,0,6,1,8,9,2,5,3,2,Less than 20,Female,663.2
11399,Maintenance Technician,0,6,1,8,2,8,6,3,1,5,2,21 to 35,Male,635.4
11400,Train Conductor,0,8,2,8,2,5,7,3,6,4,2,51 or more,Female,699.6
11401,Fleet Manager,5,10,1,8,1,8,7,2,4,6,2,21 to 35,Male,703.6
11402,Train Conductor,3,10,0,8,1,2,8,2,4,10,2,Less than 20,Male,692.4
11403,Train Conductor,0,10,4,7,1,8,8,1,8,6,2,Less than 20,Male,741.2
11404,Train Conductor,0,7,0,8,1,6,7,1,4,7,2,Less than 20,Male,701.5
11405,Train Conductor,10,10,1,4,1,6,7,4,2,4,2,21 to 35,Female,635.2
11406,Maintenance Technician,0,5,2,8,1,4,4,4,2,8,2,21 to 35,Male,652.9
11407,Intercity Bus Driver,0,3,1,6,1,3,7,2,1,3,2,36 to 50,Male,656.7
11408,Environmental and Sustainability Manager,0,9,3,8,1,6,7,2,1,8,2,36 to 50,Female,711.7
11409,Depot Driver,0,4,5,1,2,10,6,1,3,5,1,51 or more,Female,659.6
11410,Operations Manager,0,4,0,5,1,5,6,2,5,5,1,21 to 35,Male,648.4
11411,Fleet Manager,0,4,0,6,1,5,7,3,1,3,2,Less than 20,Female,619.7
11412,Train Conductor,0,3,1,7,1,7,8,3,7,2,2,21 to 35,Male,686.6
11413,City Bus Driver,3,10,3,7,2,4,7,4,7,4,2,51 or more,Male,641.6
11414,Train Conductor,2,3,2,2,2,4,8,2,2,8,2,51 or more,Female,643.5
11415,Environmental and Sustainability Manager,7,10,5,1,1,10,4,5,2,5,2,21 to 35,Female,667.7
11416,Intercity Bus Driver,0,4,0,2,1,2,8,3,0,7,1,21 to 35,Male,624.4
11417,Train Conductor,10,10,2,4,2,2,6,3,0,0,1,21 to 35,Female,571.3
11418,City Bus Driver,5,5,2,2,1,10,6,3,0,10,1,21 to 35,Male,615.4
11419,Train Conductor,10,4,0,9,2,1,8,1,0,10,2,51 or more,Female,600.4
11420,Train Conductor,0,8,5,5,1,2,6,3,6,4,2,51 or more,Female,729.4
11421,Train Conductor,0,6,3,7,1,6,7,3,2,4,1,21 to 35,Male,648.8
11422,Fleet Manager,0,6,3,5,2,6,7,1,1,4,2,21 to 35,Female,672.6
11423,Fleet Manager,0,4,3,7,2,7,9,3,1,10,2,51 or more,Female,678.3
11424,Depot Driver,10,4,5,7,1,3,7,5,1,3,2,36 to 50,Male,627.8
11425,Train Conductor,9,10,4,8,1,1,8,4,5,10,1,51 or more,Female,699
11426,Logistics Coordinator,10,4,1,4,1,1,4,3,4,10,2,51 or more,Male,652.3
11427,Depot Driver,5,2,3,5,1,8,8,3,8,2,2,36 to 50,Female,673.2
11428,Intercity Bus Driver,2,10,3,8,2,10,7,2,5,6,2,Less than 20,Male,687
11429,Depot Driver,10,1,2,2,1,1,7,4,0,7,2,21 to 35,Male,588.3
11430,Maintenance Technician,10,4,3,3,1,6,6,4,2,3,2,Less than 20,Female,631.6
11431,Environmental and Sustainability Manager,0,6,5,4,2,1,6,5,4,10,1,21 to 35,Male,630.6
11432,Maintenance Technician,0,10,5,10,1,4,8,5,2,4,2,36 to 50,Female,709.8
11433,Maintenance Technician,0,10,1,7,1,10,7,5,3,10,1,21 to 35,Male,702.3
11434,Fleet Manager,0,10,1,3,1,10,8,3,1,4,2,51 or more,Male,702.5
11435,Fleet Manager,4,5,3,5,2,6,7,3,4,4,1,36 to 50,Male,638.6
11436,Operations Manager,5,10,1,7,1,5,7,4,2,5,2,21 to 35,Female,669
11437,Train Conductor,4,10,2,7,1,7,9,3,4,4,2,Less than 20,Female,697
11438,Train Conductor,0,3,5,2,1,2,8,5,0,2,2,51 or more,Female,643.1
11439,Logistics Coordinator,0,5,1,5,1,9,10,2,2,8,2,21 to 35,Female,665.3
11440,Maintenance Technician,0,4,5,4,1,8,7,4,0,6,2,36 to 50,Female,666.2
11441,Train Conductor,10,2,4,7,1,7,7,5,2,5,2,21 to 35,Female,664.3
11442,Operations Manager,0,8,3,8,1,10,10,1,8,6,2,Less than 20,Male,728.4
11443,Maintenance Technician,4,4,3,4,1,7,7,2,1,3,1,36 to 50,Male,626.9
11444,Maintenance Technician,2,4,1,3,2,1,7,3,1,5,1,21 to 35,Male,591.7
11445,Fleet Manager,0,10,5,8,1,5,6,1,10,10,1,Less than 20,Female,750.4
11446,Intercity Bus Driver,5,6,0,10,2,9,9,4,0,3,2,21 to 35,Male,656.6
11447,Train Conductor,10,5,2,3,2,1,5,3,0,2,2,21 to 35,Male,601.5
11448,Fleet Manager,5,10,4,7,2,5,7,5,2,1,1,21 to 35,Female,589.1
11449,City Bus Driver,0,1,0,3,1,5,6,3,1,4,2,36 to 50,Female,663.7
11450,Depot Driver,0,4,5,5,2,2,8,1,2,3,2,51 or more,Male,677.1
11451,Train Conductor,1,5,0,5,1,3,7,5,2,10,1,Less than 20,Male,615.9
11452,City Bus Driver,4,10,5,8,2,4,7,3,2,8,2,36 to 50,Female,662
11453,City Bus Driver,0,10,2,9,2,6,8,1,6,10,1,21 to 35,Female,706.8
11454,Maintenance Technician,0,10,1,3,1,8,8,4,1,7,2,21 to 35,Female,705.5
11455,Intercity Bus Driver,1,10,3,7,1,10,7,2,8,3,2,21 to 35,Female,743.1
11456,Fleet Manager,8,5,1,4,1,10,8,3,0,4,1,36 to 50,Male,629.4
11457,Fleet Manager,1,10,5,7,1,8,6,3,3,4,2,51 or more,Female,720.4
11458,Train Conductor,0,10,3,7,1,10,8,0,1,10,2,51 or more,Female,721.2
11459,Fleet Manager,0,10,5,9,1,6,8,2,2,10,2,51 or more,Male,744.2
11460,Depot Driver,10,10,0,8,2,10,5,4,1,1,1,36 to 50,Female,593.1
11461,City Bus Driver,0,10,1,6,1,8,8,3,2,6,2,Less than 20,Male,734.4
11462,Train Conductor,0,3,4,4,1,9,7,4,5,4,2,21 to 35,Male,693.6
11463,Fleet Manager,0,10,5,9,2,10,8,3,7,10,2,Less than 20,Female,741.6
11464,Logistics Coordinator,10,6,5,9,2,10,8,3,6,6,2,36 to 50,Female,711
11465,Train Conductor,0,4,4,10,2,2,5,0,3,3,2,51 or more,Female,669.7
11466,Train Conductor,5,10,4,9,1,7,7,3,5,6,2,21 to 35,Female,718.7
11467,Train Conductor,0,8,5,10,1,10,7,1,1,10,2,51 or more,Female,741.4
11468,Train Conductor,0,3,5,5,1,1,9,2,2,3,2,Less than 20,Female,658.4
11469,Intercity Bus Driver,0,7,5,9,1,9,8,3,6,9,2,36 to 50,Male,746.5
11470,City Bus Driver,10,8,5,5,1,1,6,2,8,6,1,21 to 35,Female,652.7
11471,Train Conductor,0,6,1,6,1,10,9,2,2,7,2,21 to 35,Male,699.3
11472,Logistics Coordinator,4,4,3,5,2,5,7,3,3,8,2,36 to 50,Female,682.6
11473,Environmental and Sustainability Manager,5,10,3,3,2,5,10,3,4,10,1,21 to 35,Female,647.5
11474,City Bus Driver,3,10,5,9,1,10,9,0,9,10,1,36 to 50,Male,767.3
11475,Train Conductor,10,4,1,5,1,6,6,3,2,10,2,21 to 35,Female,628.2
11476,Environmental and Sustainability Manager,0,2,1,7,2,3,8,3,1,7,1,Less than 20,Female,639.9
11477,Environmental and Sustainability Manager,0,4,0,3,2,4,7,3,4,2,2,21 to 35,Male,626.3
11478,Operations Manager,10,7,2,9,1,6,7,4,7,5,2,21 to 35,Female,723.6
11479,Operations Manager,4,10,5,7,2,9,5,3,1,10,1,51 or more,Female,679.6
11480,Maintenance Technician,8,3,5,10,1,6,5,3,7,5,2,21 to 35,Female,699.4
11481,Maintenance Technician,10,7,3,5,1,8,7,3,8,2,2,21 to 35,Female,683.2
11482,Intercity Bus Driver,0,3,4,8,2,3,8,4,1,4,1,21 to 35,Female,621.2
11483,Operations Manager,2,10,2,2,1,8,7,1,5,10,1,Less than 20,Male,679.8
11484,Logistics Coordinator,0,10,4,7,1,10,6,3,5,5,2,51 or more,Male,700.4
11485,City Bus Driver,0,7,1,5,1,10,7,1,4,6,1,36 to 50,Female,680.2
11486,Train Conductor,0,5,2,7,1,8,7,4,6,3,2,Less than 20,Female,657.7
11487,Train Conductor,3,10,1,3,2,5,7,4,4,7,2,36 to 50,Male,674.1
11488,Train Conductor,0,4,5,6,1,5,7,1,5,3,2,51 or more,Female,706.4
11489,Train Conductor,0,10,1,8,1,8,8,2,8,10,2,36 to 50,Female,744.6
11490,Depot Driver,6,4,1,6,2,6,9,2,4,10,2,Less than 20,Male,693.4
11491,Maintenance Technician,10,4,5,6,1,1,6,4,2,3,2,21 to 35,Female,622.1
11492,Operations Manager,5,3,3,10,1,5,9,4,1,4,2,36 to 50,Female,652.4
11493,Logistics Coordinator,2,5,0,5,1,4,9,2,3,3,2,21 to 35,Male,652.2
11494,Intercity Bus Driver,0,10,3,10,2,10,8,0,5,10,2,21 to 35,Male,765.4
11495,City Bus Driver,5,8,0,8,1,4,8,3,0,5,2,36 to 50,Female,653.7
11496,Intercity Bus Driver,0,10,4,7,2,7,6,5,8,4,2,51 or more,Female,686.2
11497,City Bus Driver,10,5,3,10,1,10,7,3,2,5,2,21 to 35,Female,717.6
11498,Fleet Manager,10,10,5,7,1,8,7,5,6,8,1,36 to 50,Male,695.1
11499,Maintenance Technician,0,2,2,10,1,5,7,1,3,2,2,51 or more,Male,696.2
11500,Fleet Manager,2,3,3,7,1,9,7,2,6,3,2,21 to 35,Female,707.2
11501,Depot Driver,0,0,0,0,1,1,1,0,0,7,2,51 or more,Female,576.9
11502,Train Conductor,2,3,5,7,1,4,9,2,4,3,1,21 to 35,Female,660.7
11503,City Bus Driver,0,10,2,8,1,3,7,5,1,10,2,36 to 50,Female,699.2
11504,Maintenance Technician,0,10,5,3,1,1,6,1,10,7,2,51 or more,Female,746.2
11505,Train Conductor,0,2,3,5,1,2,7,3,8,5,2,21 to 35,Female,661.6
11506,City Bus Driver,10,10,4,7,2,10,6,3,7,10,2,21 to 35,Female,676.6
11507,Logistics Coordinator,0,7,5,10,2,10,7,1,10,10,2,21 to 35,Male,766.9
11508,Intercity Bus Driver,0,6,1,0,1,1,8,3,3,6,2,21 to 35,Male,649.7
11509,Train Conductor,0,7,0,6,2,2,6,1,6,5,2,21 to 35,Female,647.8
11510,Fleet Manager,10,10,1,8,1,10,7,1,4,5,2,36 to 50,Male,688.7
11511,Depot Driver,0,10,5,10,2,2,6,5,3,10,2,51 or more,Female,700.5
11512,Fleet Manager,10,10,5,6,2,6,6,,8,2,2,21 to 35,Male,682.6
11513,Operations Manager,5,9,5,6,1,1,7,2,4,3,2,Less than 20,Male,659.7
11514,Maintenance Technician,3,10,2,5,2,2,6,5,4,5,2,36 to 50,Female,622.3
11515,Depot Driver,7,4,5,7,2,8,6,3,2,7,1,36 to 50,Female,642.2
11516,Depot Driver,3,10,1,8,1,9,7,3,4,6,1,51 or more,Male,659.6
11517,Fleet Manager,0,4,1,5,2,6,8,3,3,5,2,51 or more,Female,662.6
11518,Intercity Bus Driver,0,5,5,7,2,8,7,0,6,5,2,51 or more,Female,737.6
11519,Fleet Manager,0,10,2,4,1,6,9,4,5,4,2,21 to 35,Female,678.1
11520,Environmental and Sustainability Manager,5,4,3,5,1,8,8,4,4,4,1,51 or more,Female,659.6
11521,Logistics Coordinator,0,8,5,7,1,10,7,1,1,7,2,21 to 35,Female,717.6
11522,Train Conductor,0,10,5,9,2,8,7,3,3,5,2,36 to 50,Female,688.3
11523,Operations Manager,10,5,3,4,1,5,5,4,3,5,1,21 to 35,Female,626.1
11524,Logistics Coordinator,0,6,2,1,1,10,6,0,5,3,2,Less than 20,Male,715.7
11525,Operations Manager,10,10,2,8,1,5,7,3,6,10,2,21 to 35,Female,689.4
11526,Train Conductor,10,7,4,6,2,10,6,4,7,7,1,21 to 35,Female,664.7
11527,Train Conductor,10,5,4,5,2,5,7,3,4,6,2,21 to 35,Female,636.7
11528,Train Conductor,10,10,3,3,1,2,6,5,1,4,2,36 to 50,Female,620.6
11529,Maintenance Technician,0,5,1,8,1,2,8,3,4,5,2,36 to 50,Female,689
11530,Depot Driver,4,10,2,8,1,10,6,3,10,2,2,21 to 35,Female,725.9
11531,Depot Driver,0,10,2,8,1,5,8,1,8,3,2,Less than 20,Male,684.5
11532,Fleet Manager,0,3,5,0,2,3,10,3,0,1,2,36 to 50,Female,638.6
11533,Depot Driver,0,4,2,4,2,2,7,2,1,4,2,36 to 50,Female,624.2
11534,Maintenance Technician,0,4,2,0,2,7,8,1,2,6,2,21 to 35,Female,644.1
11535,Train Conductor,0,10,2,6,1,4,8,3,1,3,2,Less than 20,Female,650.3
11536,Train Conductor,2,10,5,10,1,9,7,2,10,10,2,51 or more,Male,780.3
11537,Logistics Coordinator,5,10,3,5,2,4,7,2,6,4,2,21 to 35,Female,656.9
11538,Environmental and Sustainability Manager,0,7,2,5,1,6,5,3,3,10,2,21 to 35,Male,701.1
11539,Train Conductor,10,1,2,2,1,9,5,1,2,0,1,36 to 50,Male,604.8
11540,Intercity Bus Driver,0,5,3,7,1,2,8,5,5,10,2,36 to 50,Female,687.3
11541,Depot Driver,10,10,2,2,2,4,8,3,8,4,2,36 to 50,Female,631.6
11542,Intercity Bus Driver,0,6,2,2,1,3,6,3,3,10,1,36 to 50,Female,641.2
11543,Train Conductor,0,10,3,6,2,9,7,2,2,6,2,21 to 35,Male,681.7
11544,City Bus Driver,0,10,3,7,1,4,8,2,10,10,2,21 to 35,Female,711.5
11545,Intercity Bus Driver,0,5,5,5,1,6,6,1,9,9,2,21 to 35,Female,748.9
11546,Logistics Coordinator,0,10,0,7,2,6,8,2,2,6,1,Less than 20,Male,642.2
11547,Operations Manager,2,10,1,8,1,10,7,3,7,8,2,Less than 20,Male,721
11548,Maintenance Technician,0,2,0,7,1,10,8,1,3,5,1,36 to 50,Male,661.7
11549,Train Conductor,1,8,0,10,1,2,9,0,4,4,2,21 to 35,Male,704.5
11550,Train Conductor,0,9,5,9,2,8,8,1,10,4,1,21 to 35,Male,674.9
11551,Train Conductor,2,2,3,3,1,3,6,3,10,3,2,21 to 35,Male,678.6
11552,City Bus Driver,0,7,0,7,1,5,8,2,1,4,2,Less than 20,Female,665.8
11553,Depot Driver,0,2,1,4,2,2,8,2,3,8,1,36 to 50,Female,627.8
11554,Maintenance Technician,0,10,3,10,1,7,8,2,3,10,2,36 to 50,Female,751.2
11555,Environmental and Sustainability Manager,0,1,3,1,2,1,6,1,0,2,2,51 or more,Male,596.6
11556,Depot Driver,0,3,5,3,1,8,8,3,2,6,2,36 to 50,Female,676.6
11557,Train Conductor,10,10,1,2,2,2,6,2,1,2,2,36 to 50,Female,601.9
